"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","","ame: '","168","1693072276886","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","168","1693072276887","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","181","1693072276886","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","168","1693072276886","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","ame: '","","168","1693072276887","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","186","1693072277071","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","r","","186","1693072277072","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"187","1693072277076","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","187","1693072277163","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"188","1693072277167","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","188","1693072277240","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"189","1693072277243","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","189","1693072277350","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"190","1693072277358","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","190","1693072279237","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","191","1693072279237","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"191","1693072279237","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit","'","","191","1693072279904","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","'","","192","1693072279904","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"192","1693072279905","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","Y","","192","1693072281066","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","Y",,"193","1693072281066","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Y",,,,,
"File.Edit"," ","","193","1693072281097","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","193","1693072281283","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","o","","193","1693072281284","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"194","1693072281284","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","u","","194","1693072281384","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"195","1693072281384","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit"," ","","195","1693072281589","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"196","1693072281589","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","c","","196","1693072281859","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"197","1693072281860","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"c",,,,,
"File.Edit"," ","","197","1693072281872","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","197","1693072282215","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","o","","197","1693072282216","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"198","1693072282215","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","u","","198","1693072282300","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"199","1693072282300","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","l","","199","1693072282423","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"200","1693072282423","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","d","","200","1693072282539","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"201","1693072282539","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"d",,,,,
"File.Edit"," ","","201","1693072282672","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"202","1693072282673","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","n","","202","1693072282897","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"203","1693072282897","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","203","1693072282907","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","203","1693072283064","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","a","","203","1693072283065","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"204","1693072283064","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit","m","","204","1693072283176","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"205","1693072283176","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"m",,,,,
"File.Edit","e","","205","1693072283270","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"206","1693072283271","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","206","1693072283376","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"207","1693072283376","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","y","","207","1693072283553","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","y",,"208","1693072283553","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"y",,,,,
"File.Edit"," ","","208","1693072283564","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","208","1693072283638","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","o","","208","1693072283639","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"209","1693072283639","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"o",,,,,
"File.Edit","u","","209","1693072283735","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"210","1693072283735","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"u",,,,,
"File.Edit","r","","210","1693072283855","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"211","1693072283855","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit"," ","","211","1693072283908","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"212","1693072283909","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","b","","212","1693072284057","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"213","1693072284057","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit"," ","","213","1693072284067","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","213","1693072284135","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","a","","213","1693072284136","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"214","1693072284135","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"a",,,,,
"File.Edit","n","","214","1693072284268","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"215","1693072284270","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","d","","215","1693072284372","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"216","1693072284373","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"d",,,,,
"X-Action","Right",,,"1693072287090","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit"," ","","217","1693072287907","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"218","1693072287909","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+","","218","1693072288133","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","+",,"219","1693072288133","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"+",,,,,
"File.Edit"," ","","219","1693072288299","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"220","1693072288300","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Left",,,"1693072290356","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072290481","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072290640","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072290968","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"File.Edit"," ","","216","1693072291163","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"217","1693072291163","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Right",,,"1693072291512","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072291722","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072292021","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072292201","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Left",,,"1693072292632","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293117","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293149","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293183","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293213","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293246","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293277","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293310","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293345","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293374","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293409","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293440","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293471","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293504","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293536","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293567","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293603","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293636","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293664","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293697","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293745","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072293761","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072294046","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072294205","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072294355","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072294552","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072294691","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072294900","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"X-Action","Left",,,"1693072295051","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Left",,,,,
"File.Edit","\","","192","1693072295739","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","\",,"193","1693072295740","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"\",,,,,
"File.Edit","n","","193","1693072296039","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"194","1693072296039","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","194","1693072296043","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"195","1693072296250","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1693072297290","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","194","1693072297291","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Right",,,"1693072297649","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298141","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298170","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298202","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298235","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298267","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298300","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298332","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298363","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298395","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298429","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298460","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298493","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298524","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298557","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298593","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298621","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298655","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298687","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298722","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298751","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298784","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298815","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072298848","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072299161","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072299314","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072299461","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072299625","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693072300038","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit","c","","223","1693072303475","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"224","1693072303475","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"c",,,,,
"File.Edit"," ","","194","1693072303480","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","225","1693072303480","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","194","1693072303480","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",""," ","224","1693072303571","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","224","1693072303572","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"225","1693072303576","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","t","","225","1693072303706","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"226","1693072303711","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693072304079","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","yName","","226","1693072304082","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," ","","231","1693072304515","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"232","1693072304516","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+","","232","1693072304726","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","+",,"233","1693072304726","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"+",,,,,
"File.Edit"," ","","233","1693072305203","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"234","1693072305204","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","p","","234","1693072305689","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"235","1693072305690","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit","","cityName + ","223","1693072305700","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit"," ","","224","1693072305701","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit"," cityName +","","222","1693072305700","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","235","1693072305811","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","e","","235","1693072305812","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"236","1693072305815","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","236","1693072305926","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"237","1693072305929","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693072306278","Day1_Band_Name_Generator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
